,Credit_Score
58463,Standard
58464,Standard
58465,Standard
58466,Standard
58467,Standard
58468,Standard
58469,Standard
58470,Standard
58471,Standard
58472,Poor
58473,Standard
58474,Standard
58475,Poor
58476,Poor
58477,Standard
58478,Poor
58479,Poor
58480,Poor
58481,Poor
58482,Poor
58483,Poor
58484,Poor
58485,Poor
58486,Poor
58487,Poor
58488,Poor
58489,Poor
58490,Poor
58491,Poor
58492,Poor
58493,Poor
58494,Poor
58495,Poor
58496,Poor
58497,Poor
58498,Poor
58499,Poor
58500,Poor
58501,Poor
58502,Standard
58503,Poor
58504,Standard
58505,Poor
58506,Poor
58507,Poor
58508,Poor
58509,Poor
58510,Poor
58511,Poor
58512,Poor
58513,Standard
58514,Standard
58515,Poor
58516,Poor
58517,Poor
58518,Poor
58519,Poor
58520,Poor
58521,Poor
58522,Poor
58523,Poor
58524,Poor
58525,Poor
58526,Poor
58527,Poor
58528,Poor
58529,Poor
58530,Poor
58531,Poor
58532,Poor
58533,Poor
58534,Poor
58535,Poor
58536,Standard
58537,Poor
58538,Poor
58539,Poor
58540,Poor
58541,Poor
58542,Poor
58543,Poor
58544,Standard
58545,Standard
58546,Standard
58547,Standard
58548,Standard
58549,Standard
58550,Poor
58551,Poor
58552,Standard
58553,Standard
58554,Standard
58555,Good
58556,Good
58557,Good
58558,Good
58559,Good
58560,Standard
58561,Good
58562,Good
58563,Good
58564,Good
58565,Good
58566,Standard
58567,Good
58568,Standard
58569,Standard
58570,Standard
58571,Standard
58572,Standard
58573,Standard
58574,Standard
58575,Standard
58576,Poor
58577,Standard
58578,Standard
58579,Poor
58580,Poor
58581,Poor
58582,Poor
58583,Poor
58584,Good
58585,Good
58586,Good
58587,Standard
58588,Good
58589,Good
58590,Good
58591,Good
58592,Standard
58593,Standard
58594,Standard
58595,Standard
58596,Standard
58597,Standard
58598,Standard
58599,Standard
58600,Good
58601,Standard
58602,Good
58603,Good
58604,Good
58605,Good
58606,Good
58607,Good
58608,Standard
58609,Poor
58610,Poor
58611,Poor
58612,Poor
58613,Standard
58614,Poor
58615,Poor
58616,Standard
58617,Standard
58618,Standard
58619,Standard
58620,Standard
58621,Standard
58622,Standard
58623,Standard
58624,Standard
58625,Standard
58626,Standard
58627,Poor
58628,Poor
58629,Standard
58630,Poor
58631,Poor
58632,Poor
58633,Poor
58634,Standard
58635,Standard
58636,Standard
58637,Standard
58638,Standard
58639,Standard
58640,Poor
58641,Standard
58642,Poor
58643,Standard
58644,Poor
58645,Poor
58646,Poor
58647,Poor
58648,Poor
58649,Poor
58650,Standard
58651,Standard
58652,Standard
58653,Standard
58654,Standard
58655,Standard
58656,Standard
58657,Poor
58658,Poor
58659,Poor
58660,Poor
58661,Poor
58662,Standard
58663,Standard
58664,Standard
58665,Standard
58666,Standard
58667,Standard
58668,Standard
58669,Standard
58670,Good
58671,Good
58672,Standard
58673,Standard
58674,Standard
58675,Standard
58676,Standard
58677,Standard
58678,Standard
58679,Standard
58680,Standard
58681,Standard
58682,Standard
58683,Standard
58684,Standard
58685,Standard
58686,Standard
58687,Standard
58688,Standard
58689,Poor
58690,Poor
58691,Poor
58692,Poor
58693,Poor
58694,Poor
58695,Poor
58696,Poor
58697,Poor
58698,Poor
58699,Poor
58700,Poor
58701,Poor
58702,Poor
58703,Standard
58704,Poor
58705,Poor
58706,Poor
58707,Standard
58708,Poor
58709,Poor
58710,Standard
58711,Poor
58712,Standard
58713,Standard
58714,Standard
58715,Standard
58716,Standard
58717,Standard
58718,Standard
58719,Standard
58720,Standard
58721,Standard
58722,Standard
58723,Standard
58724,Standard
58725,Standard
58726,Standard
58727,Standard
58728,Standard
58729,Standard
58730,Standard
58731,Poor
58732,Poor
58733,Poor
58734,Poor
58735,Poor
58736,Good
58737,Good
58738,Good
58739,Good
58740,Good
58741,Standard
58742,Good
58743,Good
58744,Poor
58745,Poor
58746,Poor
58747,Standard
58748,Standard
58749,Standard
58750,Standard
58751,Standard
58752,Poor
58753,Poor
58754,Poor
58755,Poor
58756,Poor
58757,Poor
58758,Poor
58759,Poor
58760,Standard
58761,Standard
58762,Standard
58763,Poor
58764,Poor
58765,Poor
58766,Poor
58767,Poor
58768,Standard
58769,Standard
58770,Standard
58771,Standard
58772,Standard
58773,Standard
58774,Standard
58775,Standard
58776,Standard
58777,Standard
58778,Standard
58779,Standard
58780,Standard
58781,Standard
58782,Standard
58783,Poor
58784,Good
58785,Good
58786,Good
58787,Good
58788,Good
58789,Good
58790,Good
58791,Good
58792,Standard
58793,Standard
58794,Standard
58795,Standard
58796,Standard
58797,Standard
58798,Standard
58799,Standard
58800,Standard
58801,Standard
58802,Poor
58803,Standard
58804,Standard
58805,Standard
58806,Standard
58807,Standard
58808,Poor
58809,Poor
58810,Poor
58811,Standard
58812,Standard
58813,Standard
58814,Poor
58815,Standard
58816,Good
58817,Good
58818,Good
58819,Standard
58820,Standard
58821,Standard
58822,Standard
58823,Standard
58824,Good
58825,Good
58826,Good
58827,Good
58828,Good
58829,Good
58830,Good
58831,Good
58832,Standard
58833,Standard
58834,Standard
58835,Standard
58836,Standard
58837,Standard
58838,Poor
58839,Standard
58840,Poor
58841,Poor
58842,Poor
58843,Standard
58844,Standard
58845,Standard
58846,Standard
58847,Standard
58848,Standard
58849,Standard
58850,Standard
58851,Standard
58852,Standard
58853,Standard
58854,Standard
58855,Standard
58856,Standard
58857,Standard
58858,Standard
58859,Poor
58860,Poor
58861,Poor
58862,Poor
58863,Poor
58864,Poor
58865,Poor
58866,Poor
58867,Standard
58868,Poor
58869,Poor
58870,Poor
58871,Poor
58872,Poor
58873,Poor
58874,Poor
58875,Poor
58876,Poor
58877,Poor
58878,Poor
58879,Poor
58880,Poor
58881,Poor
58882,Poor
58883,Poor
58884,Poor
58885,Poor
58886,Standard
58887,Poor
58888,Standard
58889,Standard
58890,Standard
58891,Standard
58892,Standard
58893,Standard
58894,Standard
58895,Standard
58896,Poor
58897,Standard
58898,Poor
58899,Standard
58900,Standard
58901,Standard
58902,Standard
58903,Standard
58904,Poor
58905,Poor
58906,Poor
58907,Standard
58908,Standard
58909,Standard
58910,Poor
58911,Poor
58912,Poor
58913,Poor
58914,Poor
58915,Poor
58916,Poor
58917,Poor
58918,Poor
58919,Poor
58920,Poor
58921,Poor
58922,Poor
58923,Standard
58924,Standard
58925,Standard
58926,Standard
58927,Standard
58928,Poor
58929,Poor
58930,Poor
58931,Poor
58932,Poor
58933,Poor
58934,Poor
58935,Standard
58936,Poor
58937,Standard
58938,Standard
58939,Poor
58940,Standard
58941,Standard
58942,Poor
58943,Standard
58944,Poor
58945,Poor
58946,Poor
58947,Poor
58948,Poor
58949,Standard
58950,Poor
58951,Standard
58952,Poor
58953,Poor
58954,Poor
58955,Poor
58956,Poor
58957,Standard
58958,Poor
58959,Poor
58960,Standard
58961,Standard
58962,Standard
58963,Standard
58964,Standard
58965,Standard
58966,Standard
58967,Standard
58968,Good
58969,Good
58970,Good
58971,Good
58972,Good
58973,Good
58974,Good
58975,Good
58976,Standard
58977,Standard
58978,Standard
58979,Standard
58980,Standard
58981,Standard
58982,Good
58983,Standard
58984,Poor
58985,Poor
58986,Poor
58987,Poor
58988,Poor
58989,Poor
58990,Poor
58991,Poor
58992,Poor
58993,Poor
58994,Poor
58995,Poor
58996,Poor
58997,Poor
58998,Standard
58999,Standard
59000,Standard
59001,Standard
59002,Standard
59003,Standard
59004,Standard
59005,Standard
59006,Standard
59007,Standard
59008,Poor
59009,Poor
59010,Poor
59011,Poor
59012,Poor
59013,Poor
59014,Standard
59015,Standard
59016,Poor
59017,Poor
59018,Poor
59019,Standard
59020,Standard
59021,Standard
59022,Good
59023,Good
59024,Good
59025,Good
59026,Good
59027,Good
59028,Standard
59029,Standard
59030,Good
59031,Good
59032,Standard
59033,Standard
59034,Standard
59035,Good
59036,Good
59037,Good
59038,Good
59039,Good
59040,Standard
59041,Standard
59042,Standard
59043,Standard
59044,Standard
59045,Standard
59046,Standard
59047,Standard
59048,Standard
59049,Standard
59050,Standard
59051,Standard
59052,Standard
59053,Standard
59054,Standard
59055,Standard
59056,Good
59057,Good
59058,Good
59059,Standard
59060,Standard
59061,Standard
59062,Standard
59063,Standard
59064,Poor
59065,Standard
59066,Poor
59067,Poor
59068,Poor
59069,Poor
59070,Poor
59071,Poor
59072,Poor
59073,Poor
59074,Poor
59075,Poor
59076,Poor
59077,Poor
59078,Poor
59079,Poor
59080,Standard
59081,Standard
59082,Standard
59083,Standard
59084,Standard
59085,Standard
59086,Standard
59087,Standard
59088,Good
59089,Good
59090,Good
59091,Good
59092,Good
59093,Good
59094,Good
59095,Good
59096,Poor
59097,Poor
59098,Poor
59099,Poor
59100,Poor
59101,Standard
59102,Poor
59103,Poor
59104,Poor
59105,Poor
59106,Standard
59107,Poor
59108,Poor
59109,Poor
59110,Poor
59111,Poor
59112,Standard
59113,Standard
59114,Standard
59115,Standard
59116,Standard
59117,Standard
59118,Standard
59119,Standard
59120,Standard
59121,Standard
59122,Standard
59123,Standard
59124,Standard
59125,Standard
59126,Standard
59127,Standard
59128,Standard
59129,Standard
59130,Standard
59131,Standard
59132,Standard
59133,Standard
59134,Standard
59135,Standard
59136,Standard
59137,Good
59138,Good
59139,Standard
59140,Standard
59141,Standard
59142,Standard
59143,Standard
59144,Good
59145,Good
59146,Good
59147,Standard
59148,Standard
59149,Good
59150,Standard
59151,Good
59152,Poor
59153,Poor
59154,Standard
59155,Poor
59156,Poor
59157,Standard
59158,Poor
59159,Poor
59160,Poor
59161,Poor
59162,Poor
59163,Standard
59164,Poor
59165,Poor
59166,Poor
59167,Poor
59168,Standard
59169,Standard
59170,Standard
59171,Standard
59172,Standard
59173,Standard
59174,Good
59175,Standard
59176,Standard
59177,Standard
59178,Standard
59179,Good
59180,Good
59181,Good
59182,Good
59183,Standard
59184,Standard
59185,Standard
59186,Standard
59187,Standard
59188,Standard
59189,Standard
59190,Standard
59191,Standard
59192,Standard
59193,Standard
59194,Standard
59195,Standard
59196,Poor
59197,Poor
59198,Standard
59199,Standard
59200,Poor
59201,Poor
59202,Poor
59203,Standard
59204,Poor
59205,Poor
59206,Poor
59207,Poor
59208,Standard
59209,Standard
59210,Standard
59211,Standard
59212,Standard
59213,Standard
59214,Poor
59215,Standard
59216,Standard
59217,Standard
59218,Good
59219,Good
59220,Standard
59221,Good
59222,Good
59223,Good
59224,Poor
59225,Poor
59226,Poor
59227,Poor
59228,Poor
59229,Poor
59230,Poor
59231,Poor
59232,Poor
59233,Poor
59234,Poor
59235,Standard
59236,Standard
59237,Standard
59238,Standard
59239,Standard
59240,Poor
59241,Poor
59242,Poor
59243,Poor
59244,Poor
59245,Poor
59246,Poor
59247,Poor
59248,Good
59249,Standard
59250,Good
59251,Good
59252,Standard
59253,Standard
59254,Good
59255,Good
59256,Poor
59257,Poor
59258,Poor
59259,Standard
59260,Standard
59261,Standard
59262,Poor
59263,Poor
59264,Standard
59265,Standard
59266,Standard
59267,Poor
59268,Poor
59269,Poor
59270,Poor
59271,Poor
59272,Standard
59273,Standard
59274,Standard
59275,Standard
59276,Standard
59277,Standard
59278,Standard
59279,Standard
59280,Poor
59281,Standard
59282,Poor
59283,Poor
59284,Standard
59285,Poor
59286,Standard
59287,Poor
59288,Standard
59289,Standard
59290,Standard
59291,Standard
59292,Standard
59293,Standard
59294,Standard
59295,Standard
59296,Standard
59297,Standard
59298,Standard
59299,Standard
59300,Standard
59301,Standard
59302,Standard
59303,Standard
59304,Standard
59305,Standard
59306,Standard
59307,Standard
59308,Standard
59309,Standard
59310,Standard
59311,Standard
59312,Poor
59313,Poor
59314,Poor
59315,Poor
59316,Poor
59317,Poor
59318,Standard
59319,Standard
59320,Poor
59321,Poor
59322,Poor
59323,Poor
59324,Poor
59325,Poor
59326,Poor
59327,Poor
59328,Standard
59329,Standard
59330,Standard
59331,Standard
59332,Standard
59333,Standard
59334,Standard
59335,Standard
59336,Standard
59337,Standard
59338,Standard
59339,Standard
59340,Standard
59341,Standard
59342,Standard
59343,Standard
59344,Good
59345,Good
59346,Good
59347,Good
59348,Good
59349,Standard
59350,Good
59351,Standard
59352,Standard
59353,Standard
59354,Standard
59355,Good
59356,Good
59357,Good
59358,Standard
59359,Standard
59360,Standard
59361,Standard
59362,Standard
59363,Standard
59364,Standard
59365,Standard
59366,Standard
59367,Standard
59368,Poor
59369,Poor
59370,Standard
59371,Poor
59372,Poor
59373,Poor
59374,Standard
59375,Poor
59376,Standard
59377,Good
59378,Good
59379,Good
59380,Standard
59381,Good
59382,Standard
59383,Good
59384,Standard
59385,Standard
59386,Standard
59387,Standard
59388,Standard
59389,Standard
59390,Standard
59391,Standard
59392,Standard
59393,Standard
59394,Standard
59395,Standard
59396,Standard
59397,Standard
59398,Standard
59399,Standard
59400,Standard
59401,Standard
59402,Standard
59403,Good
59404,Good
59405,Good
59406,Standard
59407,Standard
59408,Standard
59409,Standard
59410,Standard
59411,Standard
59412,Standard
59413,Standard
59414,Standard
59415,Standard
59416,Standard
59417,Standard
59418,Standard
59419,Standard
59420,Standard
59421,Standard
59422,Standard
59423,Standard
59424,Standard
59425,Standard
59426,Standard
59427,Standard
59428,Standard
59429,Standard
59430,Good
59431,Good
59432,Standard
59433,Good
59434,Good
59435,Good
59436,Good
59437,Good
59438,Good
59439,Good
59440,Standard
59441,Standard
59442,Standard
59443,Standard
59444,Standard
59445,Standard
59446,Standard
59447,Standard
59448,Standard
59449,Good
59450,Good
59451,Good
59452,Standard
59453,Standard
59454,Good
59455,Good
59456,Good
59457,Good
59458,Good
59459,Good
59460,Good
59461,Good
59462,Good
59463,Standard
59464,Standard
59465,Standard
59466,Standard
59467,Standard
59468,Standard
59469,Standard
59470,Standard
59471,Standard
59472,Good
59473,Good
59474,Good
59475,Good
59476,Good
59477,Good
59478,Good
59479,Good
59480,Good
59481,Good
59482,Good
59483,Good
59484,Good
59485,Good
59486,Good
59487,Standard
59488,Standard
59489,Standard
59490,Standard
59491,Standard
59492,Standard
59493,Standard
59494,Standard
59495,Standard
59496,Good
59497,Good
59498,Good
59499,Good
59500,Good
59501,Standard
59502,Good
59503,Good
59504,Poor
59505,Poor
59506,Poor
59507,Poor
59508,Poor
59509,Poor
59510,Poor
59511,Poor
59512,Standard
59513,Standard
59514,Standard
59515,Standard
59516,Standard
59517,Standard
59518,Standard
59519,Standard
59520,Poor
59521,Poor
59522,Standard
59523,Poor
59524,Poor
59525,Poor
59526,Poor
59527,Poor
59528,Standard
59529,Standard
59530,Standard
59531,Standard
59532,Good
59533,Standard
59534,Good
59535,Good
59536,Standard
59537,Standard
59538,Standard
59539,Poor
59540,Poor
59541,Poor
59542,Poor
59543,Poor
59544,Standard
59545,Standard
59546,Standard
59547,Good
59548,Good
59549,Good
59550,Good
59551,Good
59552,Standard
59553,Standard
59554,Standard
59555,Poor
59556,Poor
59557,Standard
59558,Poor
59559,Poor
59560,Good
59561,Good
59562,Good
59563,Good
59564,Good
59565,Standard
59566,Standard
59567,Standard
59568,Poor
59569,Poor
59570,Poor
59571,Poor
59572,Poor
59573,Poor
59574,Poor
59575,Poor
59576,Good
59577,Good
59578,Good
59579,Standard
59580,Good
59581,Good
59582,Good
59583,Good
59584,Poor
59585,Poor
59586,Poor
59587,Poor
59588,Poor
59589,Poor
59590,Poor
59591,Poor
59592,Good
59593,Good
59594,Good
59595,Standard
59596,Standard
59597,Standard
59598,Standard
59599,Standard
59600,Standard
59601,Standard
59602,Standard
